,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,revol_bal,revol_util,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,policy_code,not_compliant,status,inactive_loans,bad_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,pub_rec_zero,collections_12_mths_zero,short_emp,payment_inc_ratio,final_d,last_delinq_none,last_record_none,last_major_derog_none,emp_title,emp_length,home_ownership,annual_inc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,total_acc,mths_since_last_major_derog
174,126215,125654,5000,5000,2100, 36 months,7.75,156.11,A,A3,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=126215,I have a personal loan with a bank that I have been paying on for the past year. I want to get a better rate for it with Lendng Club.,debt_consolidation,Transfer Personal Loan,1359,5.6,f,0,0,5459.6,2293.05,5000.0,459.6,0.0,0.0,0.0,20090501T000000,143.94,,20090501T000000,0.0,1,0,Fully Paid,1,0,1,6,0.6,1.0,1.0,1.0,1,4.16293,20100901T000000,0,0,1,Fidelity Information Services,< 1 year,RENT,45000.0,445xx,OH,5.0,0.0,20011001T000000,2.0,0.0,0.0,8.0,0.0,16.0,
175,126287,125787,10000,10000,2925, 36 months,11.54,329.95,C,C5,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=126287,I will use the money to consolidate debt,debt_consolidation,Personal loan,107501,44.8,f,0,0,11068.2,3237.33,10000.0,1068.19,0.0,0.0,0.0,20081001T000000,7110.05,,20080901T000000,0.0,1,0,Fully Paid,1,0,10,4,1.0,1.0,1.0,1.0,0,1.75973,20100901T000000,0,0,1,Affinity Marketing Group,9 years,MORTGAGE,225000.0,017xx,MA,20.0,0.0,19790601T000000,2.0,0.0,0.0,18.0,0.0,34.0,
176,126297,125769,2500,2500,250, 36 months,8.07,78.42,A,A4,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=126297,"I lost all of my teeth in a sailing accident when I was a child, and now I am in need of some updated hardware (which is not covered by insurance).  Thanks for the help!  Go Michael Moore!!",medical,Dental Work,6,1.5,f,0,0,2822.85,282.21,2500.0,322.85,0.0,0.0,0.0,20101001T000000,79.64,20101001T000000,20100901T000000,0.0,1,1,Fully Paid,1,0,8,6,0.8,0.0,1.0,1.0,0,1.1763,20100901T000000,0,0,1,Chimney Works,7 years,RENT,80000.0,050xx,VT,0.09,1.0,19890601T000000,0.0,0.0,0.0,2.0,0.0,4.0,
177,126392,125914,10000,10000,2725, 36 months,8.07,313.67,A,A4,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=126392,Car financing,car,Car Loan,3054,5.6,f,0,0,10435.3,2843.62,10000.0,435.29,0.0,0.0,0.0,20080401T000000,8553.6,,20070801T000000,0.0,1,0,Fully Paid,1,0,1,6,0.8,1.0,1.0,1.0,1,2.17575,20100901T000000,0,0,1,Tideway Systems,< 1 year,MORTGAGE,173000.0,531xx,WI,0.72,0.0,19850901T000000,3.0,0.0,0.0,14.0,0.0,41.0,
178,126776,126773,9500,9500,1225, 36 months,8.07,297.99,A,A4,Not Verified,20071001T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=126776,New Travel Trailer with two slide outs for our seasonal site at Camp Calumet.,other,New Travel Trailer,40384,9.6,f,0,0,10726.6,1382.8,9500.0,1226.64,0.0,0.0,0.0,20101001T000000,305.23,,20100901T000000,0.0,1,0,Fully Paid,1,0,3,6,0.8,1.0,1.0,1.0,0,3.9732,20101001T000000,0,0,1,Affinity Marketing Group,2 years,OWN,90000.0,021xx,MA,2.44,0.0,19831101T000000,0.0,0.0,0.0,11.0,0.0,25.0,
179,126788,126782,7500,7500,5800, 36 months,9.33,239.65,B,B3,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=126788,"I have been a private Realtor for the past 6 years. I just recently purchased a home that needs work. The work is including Kitchen, both Master and Guest Bathroom, and adding an extended version of the original driveway.  I\'m looking for this home to become an investment.  I have just recently purchased this home for $128,000 and when we start on the renovations that this loan will let me do, according to my very good friend that is an appraisor this home will go up in value by 45%.  Because of improvement of Landscaping, guest and master bathroom, kitchen, new counter and cabinets, plumbing, adding 23 ft. of driveway etc.  Looking to make investment doubled. Thanks",home_improvement,Home Improvement/ Investment ,128000,0.0,f,0,0,8104.05,6267.12,7500.0,604.05,0.0,0.0,0.0,20080901T000000,5468.54,,20080801T000000,0.0,1,0,Fully Paid,1,0,7,5,0.6,1.0,1.0,1.0,0,3.09226,20100901T000000,0,0,1,"Suniland Associates, LTD.",6 years,MORTGAGE,93000.0,331xx,FL,9.66,0.0,19950401T000000,3.0,0.0,0.0,9.0,0.0,18.0,
180,126852,126843,10475,10475,600, 36 months,15.33,364.82,F,F2,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=126852,I will use the loan to pay off credit card debt with high interest rates and have one monthly payment.,debt_consolidation,Debt consolidation,12274,66.3,f,0,0,13132.9,752.16,10475.0,2657.93,0.0,0.0,0.0,20100901T000000,365.81,20101001T000000,20100901T000000,0.0,1,1,Fully Paid,1,0,4,1,0.4,1.0,1.0,1.0,0,10.9446,20100901T000000,0,0,1,"Dr. Cathy Andricsak, DDS",3 years,RENT,40000.0,087xx,NJ,11.76,0.0,20041101T000000,2.0,0.0,0.0,8.0,0.0,13.0,
181,126925,126888,3000,3000,2100, 36 months,10.91,98.09,C,C3,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=126925,"I need this loan for school expsenes such as books, flight, travel, & computer...",other,Education,0,0.0,f,0,0,3545.77,2481.94,3000.0,530.79,14.9847,0.0,0.0,20100901T000000,101.2,20101001T000000,20150201T000000,0.0,1,1,Fully Paid,1,0,2,4,0.6,1.0,1.0,1.0,0,9.05446,20100901T000000,0,0,1,Homedepot,1 year,RENT,13000.0,321xx,FL,4.62,0.0,20060901T000000,0.0,0.0,0.0,2.0,0.0,2.0,
182,126982,126868,5000,5000,675, 36 months,13.75,170.29,E,E2,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=126982,"I am a 23 year old female who have made some bad decision during my college years. I fell into the credit cards trap at 19 years old, that was when I got my first credit card. being so young and without guidance I used my credit card as an escape. my credit card were how I got manage to pay bills and eat. I currently owe 8 credit card companies and a student loan. I did not have a stable job to help me pay off my charges. now as an adult, I am struggling to pay off all my debts. I want to increase my credit score and reestablish my credit. I am currently employed. I have been with this company for the last three years. It is hard for me to keep up with all the payment. being that I also have to pay rent, gas, electric and other necessary bills. I really need the help. I don\'t know where else to go.",debt_consolidation,Drowning in debt,0,0.0,f,0,0,2203.4,297.03,1444.27,598.5,0.0,160.63,1.61,20080901T000000,170.29,20091201T000000,20091201T000000,0.0,1,1,Charged Off,1,1,4,2,0.4,0.0,1.0,1.0,0,10.2174,20100901T000000,0,0,1,Williams Lea,3 years,RENT,20000.0,100xx,NY,0.0,1.0,20040401T000000,1.0,17.0,0.0,1.0,0.0,1.0,
183,127030,125662,4800,4800,425, 36 months,10.59,156.23,C,C2,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127030,"To whom it may concern,  I am currently a Journalism Student attending Hunter College in New York City for my B.A. The purpose of this loan is this - I usually have my tuition taken care of by Federal & State Financial Aid, however this year my parents got divorced and never filed their IRS taxes forms. This puts me in a bind since any financial aid would naturally be put on hold if my parent\'s income could not be verified. I applied for a Stafford loan to no avail, mainly since it functions on the same system. Therefore I am attempting to facilitate funds from a private source and came across \'The lending club.""   Please help a poor college student!  -Darien",other,Fall 2007 Tuition,0,0.0,f,0,0,5575.08,493.51,4800.0,775.08,0.0,0.0,0.0,20100401T000000,8.4,20100501T000000,20100901T000000,0.0,1,1,Fully Paid,1,0,2,4,0.4,1.0,1.0,1.0,0,12.0439,20100901T000000,0,0,1,Rouge Moira LLC,1 year,RENT,15566.0,100xx,NY,0.0,0.0,20040801T000000,6.0,0.0,0.0,2.0,0.0,4.0,
184,127179,127175,5000,5000,200, 36 months,10.91,163.48,C,C3,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127179,I WOULD LIKE TO PAY ALL MY DEBTS,debt_consolidation,PAYING DEBTS,350,31.8,f,0,0,2592.22,103.11,1886.94,564.31,0.0,140.97,1.42,20081201T000000,163.48,20091201T000000,20091201T000000,0.0,1,1,Charged Off,1,1,10,4,0.6,1.0,1.0,1.0,0,5.60503,20100901T000000,0,0,1,SELF,9 years,RENT,35000.0,218xx,MD,1.2,0.0,20060101T000000,2.0,0.0,0.0,3.0,0.0,3.0,
185,127211,127205,10500,10500,225, 36 months,11.86,348.03,D,D1,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127211,unsecured consolidation loan that will be used to pay off credit cards to help lower monthly payments,debt_consolidation,unsecured consolidation,18927,77.9,f,0,0,12408.7,265.67,10500.0,1908.74,0.0,0.0,0.0,20100101T000000,3013.93,20100201T000000,20100101T000000,0.0,1,1,Fully Paid,1,0,2,3,0.2,1.0,1.0,1.0,0,8.35272,20100901T000000,0,0,1,Mustang Enterprises,1 year,RENT,50000.0,712xx,LA,13.8,0.0,20030901T000000,5.0,0.0,0.0,16.0,0.0,26.0,
186,127213,85483,2000,2000,1575, 36 months,7.12,61.87,A,A1,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127213,consolidate debt,debt_consolidation,consolidate debt,4709,18.5,f,0,0,2219.35,1747.73,2000.0,219.35,0.0,0.0,0.0,20100401T000000,3.06,,20100401T000000,,1,0,Fully Paid,1,0,11,6,0.2,1.0,1.0,,0,0.6291859999999999,20100901T000000,1,1,1,U.S. Government,10+ years,MORTGAGE,118000.0,020xx,MA,0.43,0.0,19910601T000000,0.0,,,14.0,0.0,8.0,
187,127353,127345,2850,2850,1050, 36 months,11.86,94.47,D,D1,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127353,I\'m an animator living in NYC.  I have about $3000 of credit card debt at a steep interest rate.  I\'d love to bring that rate down at Lending Club,other,Adopt-a-Schmuck,2850,75.0,f,0,0,3381.03,1245.34,2850.0,531.03,0.0,0.0,0.0,20100401T000000,9.29,,20100401T000000,0.0,1,0,Fully Paid,1,0,4,3,0.2,0.0,1.0,1.0,0,2.5192,20100901T000000,0,0,1,,3 years,RENT,45000.0,100xx,NY,2.8,1.0,19920901T000000,0.0,4.0,0.0,5.0,0.0,19.0,
188,127472,127460,2125,2125,550, 36 months,15.01,73.68,F,F1,Not Verified,20070901T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127472,I would like to increase advertising through yellow pages and billboards.  I purchased a business 3 years ago and it has almost tripled in that time frame.  My business is near a metropolitan area so advertising costs are expensive.  I want to take out a full page ad in the yellow pages of several books that distribute to our area.  Most businesses that are in competition take out full page ads.  I also want to obtain a new copier outright as the one I have is on a lease and expires in November 2007.  I want to try and avoid going the lease route again.  I am in the process of changing names from the original owner and want to promote the new name boldly with advertising.,small_business,Expanding Business,51,0.0,f,0,0,2580.25,666.85,943.58,382.27,0.0,1254.4,444.25,20090301T000000,73.68,,20091001T000000,0.0,1,0,Charged Off,1,1,1,1,0.2,1.0,1.0,1.0,1,0.9209999999999999,20100901T000000,0,0,1,,< 1 year,MORTGAGE,96000.0,282xx,NC,16.89,0.0,19960701T000000,0.0,46.0,0.0,5.0,0.0,9.0,
189,127489,127463,2400,2400,875, 36 months,15.96,84.34,F,F4,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127489,"Looking for a loan to help with repairs needed to our home. Our kitchen floor we recently repaired and a new one put down, but we did not have enough to finish with flooring. Also the kids bedroom ceiling is in need of major repair, water damaged from leaking roof.",home_improvement,Home needs many repairs,231,77.0,f,0,0,599.36,218.08,324.62,180.59,0.0,94.15,0.95,20080301T000000,84.34,20081201T000000,20090101T000000,0.0,1,1,Charged Off,1,1,11,1,0.8,1.0,1.0,1.0,0,4.40035,20100901T000000,0,0,1,Wilson Tire,10+ years,RENT,23000.0,647xx,MO,15.86,0.0,20060201T000000,2.0,0.0,0.0,3.0,0.0,3.0,
190,127496,127492,6000,6000,1325, 36 months,14.7,207.11,E,E5,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127496,I would like to consolidate my bills and attend to some personal matters.,debt_consolidation,Personal,4103,93.7,f,0,0,6415.83,1416.75,6000.0,415.83,0.0,0.0,0.0,20080301T000000,5381.18,20080301T000000,20070901T000000,0.0,1,1,Fully Paid,1,0,2,2,1.0,1.0,1.0,1.0,0,3.1863099999999998,20100901T000000,0,0,1,International finance Corporation,1 year,RENT,78000.0,208xx,MD,10.23,0.0,20060101T000000,0.0,0.0,0.0,6.0,0.0,6.0,
191,127504,127500,10000,10000,1321, 36 months,8.07,313.67,A,A4,Not Verified,20071101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127504,Need to increase the size of our very small bathroom so that my wife and I can both be in there without banging into each other.,home_improvement,Bathroom addition,37152,3.7,f,0,0,11291.6,1488.94,10000.0,1291.56,0.0,0.0,0.0,20101101T000000,317.43,,20101101T000000,0.0,1,0,Fully Paid,1,0,7,6,0.8,1.0,1.0,1.0,0,2.50936,20101101T000000,0,0,1,Affinity Marketing Group,6 years,MORTGAGE,150000.0,024xx,MA,5.84,0.0,19930201T000000,0.0,0.0,0.0,7.0,0.0,19.0,
192,127531,127525,17000,17000,300, 36 months,9.33,543.2,B,B3,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127531,I wish to pay all credit cards with high interest and pay of car.,debt_consolidation,Consolidate Bills,3839,16.6,f,0,0,19554.9,344.94,17000.0,2554.89,0.0,0.0,0.0,20100901T000000,545.37,,20131001T000000,0.0,1,0,Fully Paid,1,0,11,5,0.6,1.0,1.0,1.0,0,8.6912,20100901T000000,0,0,1,NYCPD,10+ years,RENT,75000.0,104xx,NY,9.55,0.0,19920101T000000,1.0,0.0,0.0,13.0,0.0,24.0,
193,127606,84453,5000,5000,1100, 36 months,12.49,167.24,D,D3,Not Verified,20071001T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127606,"Capital One unilaterally changed my rate from 2.99% TO 14.99% Without warning or explanation.  They claim they sent something in the mail a month before, but Im sure it looked like junk mail so I probably threw it out.  I want to pay off the card ASAP and cancel it!",credit_card,Capital One Screwed Us All,222702,30.5,f,0,0,6019.52,1323.75,5000.0,1019.52,0.0,0.0,0.0,20101001T000000,173.29,20101101T000000,20130301T000000,,1,1,Fully Paid,1,0,2,3,0.6,1.0,1.0,,0,1.11493,20101001T000000,0,1,1,Freedom Mortgage,1 year,MORTGAGE,180000.0,020xx,MA,21.35,0.0,19910301T000000,0.0,35.0,,28.0,0.0,51.0,
194,127719,127716,10000,10000,3687, 36 months,8.07,313.67,A,A4,Not Verified,20071101T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127719,We can no longer wait to replace the roof. Too many leaks and winter is coming soon.  A necessary evil.,home_improvement,New Roof,37152,3.7,f,0,0,11291.1,4140.7,10000.0,1291.13,0.0,0.0,0.0,20101101T000000,323.55,,20101101T000000,0.0,1,0,Fully Paid,1,0,4,6,0.8,1.0,1.0,1.0,0,4.42828,20101101T000000,0,0,1,Cambium Learning,3 years,MORTGAGE,85000.0,024xx,MA,3.11,0.0,19930201T000000,0.0,0.0,0.0,6.0,0.0,12.0,
195,127761,127755,12500,12500,875, 36 months,16.28,441.18,F,F5,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127761,Paying off credit card debt.,debt_consolidation,Bill Consolidation,3864,56.7,f,0,0,15823.5,1107.33,12500.0,3323.53,0.0,0.0,0.0,20100601T000000,5.55,20100701T000000,20140401T000000,0.0,1,1,Fully Paid,1,0,1,1,1.0,0.0,1.0,1.0,1,5.8824,20100901T000000,0,0,1,Lead Media Partners,< 1 year,RENT,90000.0,844xx,UT,1.31,2.0,20000901T000000,2.0,16.0,0.0,23.0,0.0,29.0,
196,127763,127316,10000,10000,975, 36 months,13.12,337.52,D,D5,Not Verified,20071001T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127763,"I work as a Program Director for an educational company.My household income is $165K (including spouse\'s income). We bought a house last year. We pay all bills on time, never late. I have few high APR credit cards since I graduated from the college.And monthly finance charges are so high, half of payment goes to the finance charges. I will use the lending club money to pay off my high interest credit cards. I hope I will get some help from the lending club lenders.  Total Monthly Income: $9200 (after taxes) Mortgage,Taxes, Insurance: $3700/month Auto loan and Insurance: $850/month Utilities and houshold bills: $550/month Student loans: $360/month Other expenses: $1275/month Credit Cards: $870/month Savings: $600/month",credit_card,Consolidating High Interest Credit Cards,53670,57.3,f,0,0,12149.2,1183.97,10000.0,2149.24,0.0,0.0,0.0,20101001T000000,344.32,20101101T000000,20101101T000000,0.0,1,1,Fully Paid,1,0,4,3,1.0,1.0,1.0,1.0,0,6.23114,20101001T000000,0,0,1,Kaplan Inc,3 years,MORTGAGE,65000.0,080xx,NJ,25.0,0.0,19990501T000000,0.0,0.0,0.0,26.0,0.0,40.0,
197,127830,127824,8000,8000,150, 36 months,12.17,266.37,D,D2,Not Verified,20070901T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=127830,I\'m looking to pay off a high interest credit card.,credit_card,Interest Rate,26283,39.5,f,0,0,7294.65,136.4,5717.45,1474.29,0.0,102.91,1.04,20091201T000000,266.37,,20100501T000000,0.0,1,0,Charged Off,1,1,10,3,0.4,0.0,1.0,1.0,0,4.56634,20100901T000000,0,0,1,Equality Florida,9 years,MORTGAGE,70000.0,337xx,FL,10.2,1.0,19971001T000000,0.0,22.0,0.0,15.0,0.0,20.0,
198,128131,128124,2000,2000,1200, 36 months,13.12,67.51,D,D5,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128131,"We are expecting a baby next year. We need a new fence for three dogs. Our house is very small and we don\'t have room for eveyone inside 24 hours a day, they are driving my wife crazy in the house all the time.   I am a restaurant manager and my wife is an assistant prosecutor . We plan to use the loan to get a fence before the baby comes, and use our savings to pay down our car, truck and my child support arrears, as well as this loan payment. The delinquencies on our credit reports come from a restaurant we opened in 2000 in Florida that failed.  Those have all expired under the Statute of Limitations for debt collection, but we do pay all our current lines of credit on time.  After struggling a few years, we moved to Missouri in 2005 and my wife took the bar exam. I have been with the same employer for 18 months and my wife has been with the same employer 2 years.We have never had a late mortgage payment since we got our home in December 2006.   I would like to get this loan to do these repairs as soon as possible, as my wife is pregnant and the dogs are driving her crazy.  We will repay this loan on time!",home_improvement,Baby on Way- need fence for 3 dogs,0,0.0,f,0,0,1913.4,1147.59,1483.28,403.7,0.0,26.42,0.35,20100101T000000,67.51,20100601T000000,20100701T000000,0.0,1,1,Charged Off,1,1,2,3,1.0,1.0,1.0,1.0,0,1.80027,20100901T000000,0,0,1,College of the Ozarks,1 year,MORTGAGE,45000.0,658xx,MO,4.83,0.0,20001101T000000,1.0,43.0,0.0,2.0,0.0,7.0,
199,128158,128149,13150,13150,900, 36 months,17.54,472.38,G,G4,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128158,"I currently have three credit cards with Bank of America which total the amount of the loan.  The monthly payments on these three accounts total $715.  I have a low credit score being around 626 with all three agencies.  My credit score is low mainly due to the large balances that I have on all my accounts.  I have missed some payments, but have been on time for the last year.  I have made payments on time to see the principle on these accounts hardly move and I have not really added anything to these balances in the last 6 months.  I would like to pay this same amount on a monthly basis but start to see a reduction in the principle.  With your help, I will be able to make a reasonable payment for this size of debt and start to make progress.    ",credit_card,bank of america consolidation,27730,57.8,f,0,0,16963.8,1159.96,13150.0,3813.77,0.0,0.0,0.0,20100601T000000,1854.19,20100701T000000,20121001T000000,0.0,1,1,Fully Paid,1,0,8,0,0.8,0.0,1.0,1.0,0,8.72086,20100901T000000,0,0,1,enterprise rent a car,7 years,RENT,65000.0,805xx,CO,23.78,2.0,19910101T000000,0.0,9.0,0.0,12.0,0.0,22.0,
200,128237,128234,8600,8600,800, 36 months,16.28,303.55,F,F5,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128237,I recently got divorced and incurred various expenses. I am in desprite need of paying off credit card debt and being able to have some money to eat and put gas. ,debt_consolidation,Help with Emergency Debt,9221,98.1,f,0,0,10213.5,949.76,8600.0,1613.51,0.0,0.0,0.0,20090201T000000,5358.77,20090301T000000,20110201T000000,0.0,1,1,Fully Paid,1,0,5,1,1.0,0.0,1.0,1.0,0,6.50464,20100901T000000,0,0,1,Miami Dade College,4 years,RENT,56000.0,331xx,FL,11.38,2.0,20001001T000000,4.0,13.0,0.0,4.0,0.0,26.0,
201,128529,128523,10000,10000,600, 36 months,13.75,340.57,E,E2,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128529,To help consolidate debt,debt_consolidation,Personal,1863,51.0,f,0,0,2042.92,122.39,1395.02,647.9,0.0,0.0,0.0,20080301T000000,340.57,20081201T000000,20090101T000000,0.0,1,1,Charged Off,1,1,2,2,0.4,1.0,1.0,1.0,0,13.6228,20100901T000000,0,0,1,local 16,1 year,RENT,30000.0,212xx,MD,2.16,0.0,20051201T000000,5.0,0.0,0.0,3.0,0.0,6.0,
202,128635,127807,6500,6500,500, 36 months,10.28,210.6,C,C1,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128635,I am looking to pay off credit card debt with this loan. The large majority of this debt was taken on in the wake of a major family emergency. Now that I have graduated from college and have maintained full-time employment for two years I would like to pay my debts off. I have a steady income and the family emergency no longer has a financial impact on my life. I appreciate your help!,debt_consolidation,Debt Consolidation,5607,42.2,f,0,0,7647.72,588.06,6500.0,1087.72,59.9955,0.0,0.0,20101001T000000,188.8,,20120401T000000,0.0,1,0,Fully Paid,1,0,1,4,0.2,1.0,1.0,1.0,1,5.6160000000000005,20100901T000000,0,0,1,Cartus,< 1 year,OWN,45000.0,125xx,NY,5.87,0.0,20021201T000000,0.0,0.0,0.0,6.0,0.0,7.0,
203,128733,128724,4000,4000,950, 36 months,11.22,131.38,C,C4,Not Verified,20071001T000000,Does not meet the credit policy.  Status:Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128733,Need loan for expensive car repairs and to payoff credit cards,vacation,Loan Needed,25,2.5,f,0,0,2209.13,524.16,1612.91,487.96,0.0,108.26,1.12,20090201T000000,131.38,20091001T000000,20091001T000000,0.0,1,1,Charged Off,1,1,2,4,0.8,1.0,1.0,1.0,0,6.06369,20101001T000000,0,0,1,New Lisbon Developmental Center,1 year,RENT,26000.0,080xx,NJ,10.85,0.0,20061201T000000,4.0,0.0,0.0,3.0,0.0,3.0,
204,128797,128791,500,500,375, 36 months,8.38,15.76,A,A5,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128797,I am needing to get a personal loan for $2500 to pay off a gas bill that is $2300. ,other,Paying bills.,3461,18.6,f,0,0,557.31,418.02,500.0,57.31,0.0,0.0,0.0,20090901T000000,212.24,20090901T000000,20090801T000000,0.0,1,1,Fully Paid,1,0,3,6,1.0,1.0,1.0,1.0,0,0.573091,20100901T000000,0,0,1,us army,2 years,RENT,33000.0,664xx,KS,2.15,0.0,19900401T000000,10.0,0.0,0.0,6.0,0.0,6.0,
205,128817,128758,8500,8500,1050, 36 months,17.22,303.98,G,G3,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128817,I just graduated college and plan on getting married in about a year.  Unfortunatly I ran up a few credit card bills during college and now the interest rates and fees are killing me.  I really need to get them paid off and would much rather have only one payment of lets say 200 dollars than 4-5 payments of anywhere from 50-150 dollars each.  This would allow me to get my finances straight before i get married and get under controll.  I am also in need to get my vehicle fixed and cannot do it if 2/3 of my paycheck goes to pay credit card bills.  Help me out.  Thanks racerbassist,debt_consolidation,Racerbassist,7985,89.5,f,0,0,10878.8,1343.2,8500.0,2378.79,0.0,0.0,0.0,20100501T000000,1764.83,20100501T000000,20100501T000000,0.0,1,1,Fully Paid,1,0,1,0,0.6,1.0,1.0,1.0,1,13.0277,20100901T000000,0,0,1,Sikeston R6 Schools,< 1 year,OWN,28000.0,638xx,MO,22.93,0.0,20021001T000000,4.0,0.0,0.0,12.0,0.0,15.0,
206,128881,128775,7000,7000,75, 36 months,12.49,234.15,D,D3,Not Verified,20070901T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128881,I am wanting to buy an rv to put on my dads property and live in.  I will than be living rent free and will concider my loan payment as rent,other,RV,1061,81.9,f,0,0,8570.45,91.71,7000.0,1540.46,29.9941,0.0,0.0,20101101T000000,126.36,,20101001T000000,0.0,1,0,Fully Paid,1,0,1,3,0.6,1.0,1.0,1.0,1,12.2165,20100901T000000,0,0,1,The Grove,< 1 year,RENT,23000.0,871xx,NM,5.01,0.0,20040801T000000,3.0,0.0,0.0,3.0,0.0,4.0,
207,128884,128251,10000,10000,525, 36 months,17.86,360.83,G,G5,Not Verified,20070901T000000,Does not meet the credit policy.  Status:Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=128884,"I opened a one year, no interst furniture charge for my brother as a wedding present.  The year is up and I am looking to refinance it before he gets hit with back interest.  Thanks for your help.",debt_consolidation,Helping my brother out.,13784,61.5,f,0,0,12988.9,681.73,10000.0,2988.94,0.0,0.0,0.0,20101001T000000,362.74,20101001T000000,20101001T000000,0.0,1,1,Fully Paid,1,0,1,0,1.0,0.0,1.0,1.0,1,9.62213,20100901T000000,0,0,1,,< 1 year,RENT,45000.0,027xx,MA,15.65,1.0,19961101T000000,1.0,13.0,0.0,12.0,0.0,31.0,
