,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,is_inc_v,issue_d,pymnt_plan,purpose,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,not_compliant,status,inactive_loans,bad_loans,emp_length_num,pub_rec_zero,short_emp,final_d,last_record_none,last_major_derog_none,home_ownership,annual_inc,addr_state,dti,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,total_acc,deliquency
99,112493,3000,3000,525,36,11.86,99.44,D,D1,not verified,2007-08-01,n,debt_consolidation,F,0,0,3579.25,626.1,3000.0,579.25,0.0,0.0,0.0,2010-08-01,101.51,,2010-07-01,,0,Fully Paid,1.0,0.0,3,0.0,0,2010-08-01,0,1,MORTGAGE,36153.0,IN,7.47,2000-07-01,2.0,0.0,3.0,1.0,6.0,0
100,78530,3000,3000,1300,36,13.75,102.17,E,E2,not verified,2007-08-01,n,debt_consolidation,F,0,0,1154.71,500.06,660.93,388.55,0.0,105.23,1.07,2009-01-01,130.78,2009-12-01,2009-12-01,,1,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,RENT,12000.0,FL,19.3,1992-01-01,4.0,9.0,12.0,0.0,14.0,1
101,112799,2000,2000,1000,36,13.43,67.81,E,E1,not verified,2007-08-01,n,credit_card,F,0,0,2440.71,1220.22,2000.0,440.71,0.0,0.0,0.0,2010-08-01,69.51,2010-08-01,2010-07-01,,1,Fully Paid,1.0,0.0,8,0.0,0,2010-08-01,0,1,RENT,45000.0,NC,8.75,2006-05-01,8.0,0.0,7.0,1.0,7.0,0
102,113146,3500,3500,3500,36,8.07,109.79,A,A4,not verified,2007-08-01,n,credit_card,F,0,0,3952.13,3952.13,3500.0,452.13,0.0,0.0,0.0,2010-08-01,110.07,,2010-07-01,,0,Fully Paid,1.0,0.0,6,1.0,0,2010-08-01,0,1,RENT,98000.0,NJ,8.52,1993-11-01,0.0,15.0,19.0,0.0,37.0,1
103,113093,1000,1000,950,36,10.59,32.55,C,C2,not verified,2007-08-01,n,wedding,F,0,0,703.95,668.87,544.02,138.64,0.0,21.29,0.23,2009-05-01,32.55,,2009-10-01,,0,Charged Off,1.0,1.0,3,1.0,0,2010-08-01,0,1,MORTGAGE,33990.0,VA,14.47,2004-07-01,1.0,0.0,9.0,0.0,11.0,0
104,113115,3500,3500,1725,36,9.96,112.87,B,B5,not verified,2007-08-01,n,other,F,0,0,4063.16,2002.53,3500.0,563.16,0.0,0.0,0.0,2010-08-01,114.13,,2010-07-01,,0,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,RENT,78000.0,NJ,11.06,1993-11-01,0.0,5.0,13.0,0.0,32.0,1
105,113199,10500,10500,1125,36,15.33,365.69,F,F2,not verified,2007-08-01,n,car,F,0,0,2559.38,273.96,1684.03,875.35,0.0,0.0,0.0,2008-03-01,365.68,2009-05-01,2009-06-01,,1,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,RENT,62000.0,MD,1.72,2003-07-01,13.0,43.0,3.0,0.0,7.0,0
106,111361,5000,5000,1075,36,14.07,171.05,E,E3,not verified,2007-07-01,n,debt_consolidation,F,0,0,6159.31,1324.12,5000.0,1159.31,0.0,0.0,0.0,2010-09-01,4.62,2010-09-01,2010-08-01,,1,Fully Paid,1.0,0.0,3,1.0,0,2010-07-01,1,1,MORTGAGE,45000.0,FL,0.53,1999-10-01,6.0,1.0,7.0,0.0,21.0,1
107,113446,13000,13000,700,36,10.91,425.04,C,C3,not verified,2007-08-01,n,debt_consolidation,F,0,0,15301.1,823.8,13000.0,2301.08,0.0,0.0,0.0,2010-08-01,426.53,2010-09-01,2011-06-01,,1,Fully Paid,1.0,0.0,3,0.0,0,2010-08-01,0,1,MORTGAGE,62000.0,NC,20.0,1993-11-01,4.0,42.0,23.0,1.0,53.0,0
108,114120,8000,8000,4025,36,9.96,257.99,B,B5,not verified,2007-08-01,n,car,F,0,0,9380.61,4719.61,8000.0,1305.62,74.9936,0.0,0.0,2010-09-01,18.71,2010-10-01,2014-04-01,,1,Fully Paid,1.0,0.0,4,1.0,0,2010-08-01,0,1,OWN,25000.0,CT,0.48,2005-11-01,1.0,0.0,3.0,0.0,3.0,0
109,114316,10000,10000,1775,36,15.01,346.73,F,F1,not verified,2007-08-01,n,credit_card,F,0,0,4817.12,854.11,3106.25,1399.47,0.0,311.4,3.16,2008-09-01,346.73,2009-12-01,2009-12-01,,1,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,RENT,50000.0,NY,7.75,2003-06-01,1.0,0.0,10.0,0.0,12.0,0
110,114398,8000,8000,1400,36,16.91,284.86,G,G2,not verified,2007-08-01,n,credit_card,F,0,0,3417.78,598.05,2233.1,1184.68,0.0,0.0,0.0,2008-08-01,284.86,2009-06-01,2009-06-01,,1,Charged Off,1.0,1.0,11,1.0,0,2010-08-01,0,1,OWN,60000.0,FL,20.22,1990-07-01,1.0,33.0,5.0,0.0,23.0,0
111,114466,13000,13000,825,36,17.22,464.95,G,G3,not verified,2007-08-01,n,other,F,0,0,6042.88,382.76,3946.17,2096.71,0.0,0.0,0.0,2008-09-01,464.95,2009-12-01,2009-12-01,,1,Charged Off,1.0,1.0,2,1.0,0,2010-08-01,0,1,RENT,32000.0,FL,15.98,2005-05-01,1.0,0.0,6.0,0.0,7.0,0
112,114508,12000,12000,850,36,14.38,412.37,E,E4,not verified,2007-08-01,n,other,F,0,0,15102.2,1069.18,12000.0,3060.98,41.2261,0.0,0.0,2010-07-01,1228.87,2010-08-01,2010-07-01,,1,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,RENT,15000.0,NJ,6.48,2004-06-01,12.0,24.0,4.0,0.0,4.0,1
113,114639,19000,19000,1450,36,16.28,670.59,F,F5,not verified,2007-08-01,n,other,F,0,0,15484.0,1180.26,11054.9,4366.42,33.525,29.14,10.18,2009-07-01,704.12,2009-12-01,2009-12-01,,1,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,MORTGAGE,100000.0,GA,9.79,2006-04-01,1.0,0.0,5.0,0.0,6.0,0
114,114829,6000,6000,1025,36,12.8,201.6,D,D4,not verified,2007-08-01,n,debt_consolidation,F,0,0,7321.72,1250.52,6000.0,1261.73,59.9893,0.0,0.0,2010-11-01,108.03,2010-12-01,2011-05-01,,1,Fully Paid,1.0,0.0,9,0.0,0,2010-08-01,0,1,RENT,57000.0,WI,15.2,1989-11-01,4.0,20.0,13.0,1.0,31.0,1
115,113880,6000,6000,5575,36,10.91,196.18,C,C3,not verified,2007-08-01,n,house,F,0,0,4444.41,4129.9,3419.45,893.77,14.9894,116.2,1.21,2009-06-01,196.18,2009-12-01,2009-12-01,,1,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,RENT,7000.0,FL,8.57,2006-08-01,2.0,0.0,1.0,0.0,2.0,0
116,115360,25000,13750,825,36,16.91,489.61,G,G2,not verified,2007-08-01,n,credit_card,F,0,0,11093.2,665.38,7492.05,3295.07,24.474,281.62,2.87,2009-07-01,530.67,2009-12-01,2009-12-01,,1,Charged Off,1.0,1.0,4,1.0,0,2010-08-01,0,1,MORTGAGE,500000.0,FL,7.47,1997-09-01,2.0,12.0,29.0,0.0,47.0,1
117,115599,25000,9550,800,36,15.33,332.6,F,F2,not verified,2007-08-01,n,debt_consolidation,F,0,0,4298.78,359.9,2712.15,1278.42,0.0,308.21,3.1,2008-08-01,332.6,2009-11-01,2009-11-01,,1,Charged Off,1.0,1.0,3,1.0,0,2010-08-01,0,1,MORTGAGE,270000.0,FL,7.33,1993-11-01,5.0,27.0,17.0,0.0,33.0,0
118,87310,12800,12800,1000,36,15.01,443.81,F,F1,not verified,2007-08-01,n,other,F,0,0,14358.7,1121.68,12800.0,1558.74,0.0,0.0,0.0,2008-07-01,9921.87,2008-08-01,2007-06-01,,1,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,RENT,18000.0,MA,2.2,2003-04-01,0.0,40.0,2.0,0.0,2.0,0
119,116037,5000,5000,775,36,9.64,160.51,B,B4,not verified,2007-08-01,n,debt_consolidation,F,0,0,5777.65,895.36,5000.0,777.65,0.0,0.0,0.0,2010-08-01,163.82,,2010-08-01,,0,Fully Paid,1.0,0.0,4,1.0,0,2010-08-01,0,1,MORTGAGE,130000.0,CT,8.55,1991-04-01,0.0,38.0,9.0,0.0,26.0,0
120,116120,2000,2000,1775,36,8.38,63.03,A,A5,not verified,2007-08-01,n,debt_consolidation,F,0,0,2268.4,2013.23,2000.0,268.4,0.0,0.0,0.0,2010-08-01,67.07,2010-09-01,2013-10-01,,1,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,RENT,22000.0,FL,13.09,2005-12-01,0.0,0.0,5.0,0.0,6.0,0
121,116502,10000,10000,975,36,13.75,340.57,E,E2,not verified,2007-08-01,n,debt_consolidation,F,0,0,12259.6,1195.13,10000.0,2259.58,0.0,0.0,0.0,2010-08-01,343.82,,2010-08-01,,0,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,0,1,RENT,35000.0,NY,17.38,2000-03-01,0.0,44.0,10.0,0.0,22.0,0
122,70978,3500,3500,2225,36,7.43,108.77,A,A2,not verified,2007-08-01,n,debt_consolidation,F,0,0,3915.37,2489.01,3500.0,415.37,0.0,0.0,0.0,2010-09-01,110.58,2010-09-01,2007-05-01,,1,Fully Paid,1.0,0.0,11,1.0,0,2010-08-01,1,1,MORTGAGE,300000.0,CT,1.0,1984-02-01,0.0,,8.0,0.0,18.0,0
123,117046,5000,5000,1475,36,7.75,156.11,A,A3,not verified,2007-08-01,n,home_improvement,F,0,0,5592.04,1649.64,5000.0,592.04,0.0,0.0,0.0,2010-01-01,1221.57,,2010-01-01,,0,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,MORTGAGE,225000.0,WI,6.48,1992-12-01,1.0,47.0,12.0,0.0,22.0,0
124,116205,2500,2500,1125,36,9.96,80.63,B,B5,not verified,2007-08-01,n,credit_card,F,0,0,2658.35,1195.58,2260.31,398.04,0.0,0.0,0.0,2010-05-01,80.63,2010-12-01,2010-12-01,,1,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,RENT,18000.0,FL,2.33,2005-01-01,1.0,0.0,6.0,0.0,9.0,0
125,116607,5000,5000,1300,36,7.43,155.38,A,A2,not verified,2007-08-01,n,credit_card,F,0,0,5495.77,1428.87,5000.0,495.77,0.0,0.0,0.0,2009-06-01,2233.27,,2009-06-01,,0,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,0,1,MORTGAGE,70000.0,AZ,4.56,1980-09-01,0.0,0.0,13.0,0.0,36.0,0
126,94256,7500,7500,400,36,8.07,235.25,A,A4,not verified,2007-08-01,n,home_improvement,F,0,0,7826.48,417.44,7500.0,326.48,0.0,0.0,0.0,2008-03-01,6415.65,,2007-06-01,,0,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,MORTGAGE,150000.0,MA,2.72,1993-05-01,4.0,0.0,15.0,0.0,60.0,0
127,117849,8000,8000,2275,36,9.96,257.99,B,B5,not verified,2007-08-01,n,debt_consolidation,F,0,0,9199.18,2615.88,8000.0,1199.18,0.0,0.0,0.0,2010-05-01,154.52,,2014-02-01,,0,Fully Paid,1.0,0.0,4,1.0,0,2010-08-01,0,1,RENT,48000.0,MD,15.13,2000-05-01,3.0,0.0,10.0,0.0,15.0,0
128,118017,5000,5000,750,36,13.75,170.29,E,E2,not verified,2007-08-01,n,credit_card,F,0,0,6129.73,919.32,5000.0,1129.73,0.0,0.0,0.0,2010-08-01,172.06,2010-09-01,2015-02-01,,1,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,0,1,MORTGAGE,100000.0,AZ,6.2,2002-02-01,10.0,46.0,5.0,0.0,6.0,0
129,118364,16225,16225,475,36,17.86,585.41,G,G5,not verified,2007-08-01,n,credit_card,F,0,0,21073.9,616.79,16225.0,4848.88,0.0,0.0,0.0,2010-08-01,588.18,2010-09-01,2010-08-01,,1,Fully Paid,1.0,0.0,3,1.0,0,2010-08-01,0,1,MORTGAGE,120000.0,GA,14.09,2004-06-01,0.0,2.0,16.0,0.0,20.0,1
130,118519,6500,6500,225,36,15.01,225.37,F,F1,not verified,2007-08-01,n,small_business,F,0,0,4054.35,139.42,2886.21,1168.14,0.0,0.0,0.0,2009-02-01,225.37,,2009-07-01,,0,Charged Off,1.0,1.0,10,1.0,0,2010-08-01,0,1,MORTGAGE,213000.0,GA,6.45,1990-07-01,0.0,0.0,11.0,0.0,28.0,0
131,117783,2500,2500,825,36,9.64,80.26,B,B4,not verified,2007-08-01,n,home_improvement,F,0,0,2086.63,688.35,1730.83,354.44,1.36,0.0,0.0,2010-03-01,1.4,,2010-03-01,,0,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,MORTGAGE,75000.0,NE,20.0,1994-02-01,3.0,0.0,9.0,0.0,35.0,0
132,118026,2500,2500,675,36,12.8,84.0,D,D4,not verified,2007-08-01,n,home_improvement,F,0,0,2220.61,599.28,1706.01,477.21,1.69,35.7,0.38,2010-03-01,1.76,,2010-03-01,,0,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,MORTGAGE,32000.0,NE,20.0,1992-07-01,1.0,0.0,11.0,0.0,32.0,0
133,118869,8950,8950,500,36,16.91,318.69,G,G2,not verified,2007-08-01,n,debt_consolidation,F,0,0,4114.5,229.81,2498.48,1325.44,0.0,290.58,2.91,2008-08-01,318.69,2009-11-01,2009-11-01,,1,Charged Off,1.0,1.0,4,1.0,0,2010-08-01,0,1,MORTGAGE,70000.0,FL,1.35,2005-06-01,1.0,0.0,5.0,0.0,5.0,0
134,119040,15450,15450,600,36,11.22,507.46,C,C4,not verified,2007-08-01,n,debt_consolidation,F,0,0,11652.8,451.73,8688.59,2659.96,0.0,304.2,3.09,2009-10-01,1016.15,,2010-03-01,,0,Charged Off,1.0,1.0,3,0.0,0,2010-08-01,0,1,MORTGAGE,40000.0,VA,13.5,1992-11-01,3.0,54.0,13.0,1.0,29.0,0
135,119068,5000,5000,725,36,14.7,172.59,E,E5,not verified,2007-08-01,n,credit_card,F,0,0,6212.59,900.54,5000.0,1212.59,0.0,0.0,0.0,2010-08-01,175.53,2010-09-01,2010-08-01,,1,Fully Paid,1.0,0.0,7,1.0,0,2010-08-01,0,1,MORTGAGE,50000.0,NE,15.14,1998-07-01,0.0,0.0,15.0,0.0,24.0,0
136,119088,5700,5700,1450,36,13.43,193.26,E,E1,not verified,2007-08-01,n,debt_consolidation,F,0,0,6955.99,1768.93,5700.0,1255.99,0.0,0.0,0.0,2010-08-01,198.59,2010-09-01,2010-08-01,,1,Fully Paid,1.0,0.0,6,0.0,0,2010-08-01,0,1,RENT,65000.0,FL,18.22,2004-11-01,3.0,0.0,15.0,1.0,17.0,0
137,119225,8950,8950,3650,36,9.64,287.3,B,B4,not verified,2007-08-01,n,small_business,F,0,0,10394.5,4239.01,8950.0,1399.51,44.9863,0.0,0.0,2010-08-01,887.4,2010-09-01,2010-08-01,,1,Fully Paid,1.0,0.0,3,1.0,0,2010-08-01,0,1,MORTGAGE,100000.0,TX,18.24,1994-05-01,13.0,21.0,18.0,0.0,39.0,1
138,119903,3750,3750,250,36,15.65,131.19,F,F3,not verified,2007-08-01,n,moving,F,0,0,2937.66,195.1,2082.14,780.46,0.0,75.06,0.82,2009-06-01,176.08,2011-01-01,2011-01-01,,1,Charged Off,1.0,1.0,6,1.0,0,2010-08-01,0,1,MORTGAGE,7280.0,IL,17.31,1998-01-01,1.0,70.0,1.0,0.0,4.0,0
139,118760,4000,4000,3575,36,7.43,124.31,A,A2,not verified,2007-08-01,n,other,F,0,0,4474.19,3998.81,4000.0,474.19,0.0,0.0,0.0,2010-08-01,119.24,,2010-08-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,0,1,RENT,40000.0,NJ,3.45,2002-11-01,0.0,0.0,2.0,0.0,4.0,0
140,120270,5000,5000,2250,36,10.91,163.48,C,C3,not verified,2007-08-01,n,credit_card,F,0,0,5884.39,2647.69,5000.0,884.39,0.0,0.0,0.0,2010-08-01,167.97,2010-09-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,0,1,RENT,42500.0,FL,1.21,2005-08-01,1.0,0.0,2.0,0.0,3.0,0
141,120368,15000,15000,1000,36,12.17,499.45,D,D2,not verified,2007-08-01,n,credit_card,F,0,0,17979.2,1198.25,15000.0,2979.16,0.0,0.0,0.0,2010-08-01,499.85,2010-09-01,2013-08-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,MORTGAGE,83200.0,WI,17.02,1995-10-01,5.0,73.0,14.0,0.0,37.0,0
142,119635,2000,2000,475,36,8.7,63.32,B,B1,not verified,2007-08-01,n,credit_card,F,0,0,2279.35,541.3,2000.0,279.35,0.0,0.0,0.0,2010-08-01,64.27,,2010-08-01,0.0,0,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,0,1,RENT,70000.0,NY,6.07,2000-08-01,1.0,24.0,13.0,0.0,17.0,1
143,120227,4000,4000,1475,36,10.91,130.79,C,C3,not verified,2007-08-01,n,car,F,0,0,4707.43,1735.63,4000.0,707.43,0.0,0.0,0.0,2010-08-01,134.78,,2011-06-01,0.0,0,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,RENT,18000.0,VA,18.0,2001-08-01,1.0,0.0,4.0,0.0,5.0,0
144,121423,3000,3000,2975,36,7.75,93.67,A,A3,not verified,2007-08-01,n,home_improvement,F,0,0,3125.46,3099.41,3000.0,125.46,0.0,0.0,0.0,2008-04-01,2563.59,,2007-08-01,0.0,0,Fully Paid,1.0,0.0,11,1.0,0,2010-08-01,0,1,OWN,125000.0,WA,2.14,1984-09-01,0.0,0.0,15.0,0.0,24.0,0
145,121527,3000,3000,2225,36,7.75,93.67,A,A3,not verified,2007-08-01,n,vacation,F,0,0,3125.43,2318.03,3000.0,125.43,0.0,0.0,0.0,2008-04-01,2563.55,,2007-08-01,0.0,0,Fully Paid,1.0,0.0,10,1.0,0,2010-08-01,0,1,OWN,50000.0,WA,5.35,1984-09-01,0.0,0.0,17.0,0.0,29.0,0
146,121373,2800,2800,1625,36,8.7,88.65,B,B1,not verified,2007-08-01,n,other,F,0,0,3191.12,1851.97,2800.0,391.12,0.0,0.0,0.0,2010-09-01,89.8,,2007-08-01,,0,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,1,1,OTHER,120000.0,MA,15.0,1999-05-01,1.0,,6.0,0.0,8.0,0
147,121574,4000,4000,1925,36,9.64,128.41,B,B4,not verified,2007-08-01,n,other,F,0,0,4622.3,2224.48,4000.0,622.3,0.0,0.0,0.0,2010-09-01,129.76,,2007-08-01,,0,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,1,1,OTHER,100000.0,CA,15.0,1999-05-01,1.0,,6.0,0.0,8.0,0
148,121283,4500,4500,3000,36,8.07,141.15,A,A4,not verified,2007-08-01,n,other,F,0,0,5081.17,3387.42,4500.0,581.17,0.0,0.0,0.0,2010-08-01,143.8,2010-09-01,2013-10-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,0,1,RENT,18240.0,GA,3.29,2004-04-01,1.0,0.0,1.0,0.0,2.0,0
149,121808,3000,3000,2175,36,8.7,94.98,B,B1,not verified,2007-08-01,n,home_improvement,F,0,0,3158.87,2290.19,3000.0,158.87,0.0,0.0,0.0,2008-05-01,2494.29,,2015-01-01,0.0,0,Fully Paid,1.0,0.0,6,1.0,0,2010-08-01,0,1,MORTGAGE,62000.0,FL,12.23,2000-02-01,0.0,0.0,10.0,0.0,14.0,0
150,122062,3000,3000,850,36,8.38,94.54,A,A5,not verified,2007-08-01,n,other,F,0,0,3080.74,872.88,3000.0,80.74,0.0,0.0,0.0,2007-12-01,2797.38,2007-12-01,2007-08-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,0,1,RENT,20000.0,NY,6.72,1998-12-01,9.0,0.0,4.0,0.0,4.0,0
151,120407,5400,5400,1650,36,12.17,179.8,D,D2,not verified,2007-08-01,n,debt_consolidation,F,0,0,6445.51,1969.18,5400.0,1045.51,0.0,0.0,0.0,2010-04-01,1055.1,,2012-01-01,0.0,0,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,MORTGAGE,35000.0,MA,7.1,1999-07-01,2.0,42.0,10.0,0.0,21.0,0
152,122398,12750,12750,1600,36,15.33,444.05,F,F2,not verified,2007-08-01,n,credit_card,F,0,0,13813.1,1733.45,12750.0,1063.09,0.0,0.0,0.0,2008-04-01,11149.4,,2007-08-01,0.0,0,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,RENT,60000.0,NY,19.52,2000-03-01,2.0,0.0,9.0,0.0,9.0,0
153,122503,1500,1500,25,36,11.86,49.72,D,D1,not verified,2007-08-01,n,other,F,0,0,1804.81,30.04,1500.0,289.82,14.9879,0.0,0.0,2010-10-01,1.3,2010-10-01,2010-10-01,0.0,1,Fully Paid,1.0,0.0,6,1.0,0,2010-08-01,0,1,RENT,28000.0,FL,14.31,2006-02-01,1.0,12.0,1.0,0.0,2.0,1
154,104675,4000,4000,1550,36,7.75,124.89,A,A3,not verified,2007-08-01,n,other,F,0,0,4495.79,1742.14,4000.0,495.79,0.0,0.0,0.0,2010-09-01,126.29,,2010-08-01,0.0,0,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,OWN,61800.0,CT,3.46,2000-09-01,0.0,0.0,12.0,0.0,16.0,0
155,122713,18500,18500,800,36,15.33,644.3,F,F2,not verified,2007-08-01,n,credit_card,F,0,0,20042.6,866.8,18500.0,1542.58,0.0,0.0,0.0,2008-04-01,16177.1,,2011-02-01,0.0,0,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,RENT,90000.0,NY,5.24,2002-10-01,0.0,0.0,8.0,0.0,15.0,0
156,121255,6000,6000,1600,36,14.7,207.11,E,E5,not verified,2007-08-01,n,debt_consolidation,F,0,0,7487.09,1995.65,6000.0,1457.22,29.8713,0.0,0.0,2010-09-01,172.02,2010-09-01,2010-08-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,MORTGAGE,22000.0,NH,20.0,2000-06-01,19.0,0.0,17.0,0.0,17.0,0
157,122921,3000,3000,625,36,12.49,100.35,D,D3,not verified,2007-08-01,n,credit_card,F,0,0,3538.13,737.02,3000.0,478.14,59.9938,0.0,0.0,2010-01-01,70.29,2010-01-01,2009-12-01,0.0,1,Fully Paid,1.0,0.0,1,1.0,1,2010-08-01,0,1,OWN,65000.0,NY,14.25,1999-07-01,8.0,56.0,17.0,0.0,24.0,0
158,114358,11050,11050,1175,36,15.96,388.28,F,F4,not verified,2007-09-01,n,debt_consolidation,F,0,0,3104.78,329.28,2021.73,1083.05,0.0,0.0,0.0,2008-05-01,388.27,2009-01-01,2009-01-01,0.0,1,Charged Off,1.0,1.0,4,1.0,0,2010-09-01,0,1,RENT,27716.0,AZ,12.9,1997-06-01,3.0,30.0,9.0,0.0,15.0,0
159,120995,20000,20000,975,36,9.64,642.02,B,B4,not verified,2007-09-01,n,small_business,F,0,0,12838.4,624.61,10395.6,2442.88,0.0,0.0,0.0,2009-05-01,642.02,,2009-10-01,0.0,0,Charged Off,1.0,1.0,1,1.0,1,2010-09-01,0,1,RENT,96000.0,NY,2.86,2001-08-01,0.0,0.0,4.0,0.0,8.0,0
160,80353,3175,3175,1425,36,11.54,104.76,C,C5,not verified,2007-08-01,n,small_business,F,0,0,628.19,281.8,455.95,172.24,0.0,0.0,0.0,2008-03-01,104.76,,2009-01-01,0.0,0,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,OWN,15000.0,MA,12.24,2004-02-01,3.0,0.0,16.0,0.0,17.0,0
161,123211,2500,2500,725,36,7.43,77.69,A,A2,not verified,2007-08-01,n,moving,F,0,0,2175.8,628.84,1868.1,279.4,0.0,28.3,0.39,2010-01-01,53.47,2010-07-01,2010-07-01,0.0,1,Charged Off,1.0,1.0,1,1.0,1,2010-08-01,0,1,RENT,22800.0,GA,0.53,1997-09-01,5.0,0.0,1.0,0.0,2.0,0
162,123295,11625,11625,1175,36,15.01,403.07,F,F1,not verified,2007-09-01,n,small_business,F,0,0,14508.2,1465.14,11625.0,2883.16,0.0,0.0,0.0,2010-09-01,408.49,2010-10-01,2010-09-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-09-01,0,1,RENT,32500.0,NY,0.74,2006-12-01,4.0,0.0,2.0,0.0,2.0,0
163,123685,1800,1800,775,36,17.22,64.38,G,G3,not verified,2007-08-01,n,debt_consolidation,F,0,0,2173.19,935.5,1800.0,373.19,0.0,0.0,0.0,2009-03-01,1080.38,2009-04-01,2009-07-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,RENT,1896.0,AZ,18.99,2006-05-01,0.0,0.0,3.0,0.0,3.0,0
164,123724,14700,14700,950,36,17.22,525.75,G,G3,not verified,2007-09-01,n,debt_consolidation,F,0,0,18925.6,1222.36,14700.0,4225.55,0.0,0.0,0.0,2010-09-01,530.05,2010-10-01,2010-09-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-09-01,0,1,RENT,25000.0,FL,14.74,1991-09-01,1.0,37.0,5.0,0.0,24.0,0
165,123812,1800,1800,300,36,14.07,61.58,E,E3,not verified,2007-08-01,n,credit_card,F,0,0,2197.04,366.04,1800.0,397.04,0.0,0.0,0.0,2010-02-01,474.05,2010-03-01,2010-02-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-08-01,0,1,RENT,10192.0,IN,5.06,2005-08-01,1.0,0.0,4.0,0.0,4.0,0
166,123034,2500,2500,1100,36,10.28,81.0,C,C1,not verified,2007-09-01,n,credit_card,F,0,0,2915.25,1282.5,2500.0,415.25,0.0,0.0,0.0,2010-09-01,83.16,2010-10-01,2010-09-01,0.0,1,Fully Paid,1.0,0.0,2,1.0,0,2010-09-01,0,1,RENT,10920.0,KS,7.14,1996-10-01,1.0,0.0,1.0,0.0,5.0,0
167,120594,3000,3000,1775,36,13.75,102.17,E,E2,not verified,2007-09-01,n,other,F,0,0,3637.73,2152.18,3000.0,637.73,0.0,0.0,0.0,2010-06-01,245.24,2010-07-01,2010-06-01,0.0,1,Fully Paid,1.0,0.0,9,1.0,0,2010-09-01,0,1,OWN,7062.0,FL,2.38,1996-10-01,0.0,1.0,4.0,0.0,12.0,1
168,124430,4800,4800,3075,36,11.22,157.66,C,C4,not verified,2007-09-01,n,debt_consolidation,F,0,0,5675.36,3635.77,4800.0,875.36,0.0,0.0,0.0,2010-09-01,160.09,,2014-08-01,0.0,0,Fully Paid,1.0,0.0,6,1.0,0,2010-09-01,0,1,RENT,30000.0,NE,12.36,2002-10-01,0.0,0.0,9.0,0.0,15.0,0
169,124621,4000,4000,2675,36,9.33,127.82,B,B3,not verified,2007-09-01,n,car,F,0,0,4600.1,3076.11,4000.0,600.1,0.0,0.0,0.0,2010-09-01,127.9,2010-10-01,2007-08-01,,1,Fully Paid,1.0,0.0,1,1.0,1,2010-09-01,1,1,MORTGAGE,50000.0,NY,4.0,2004-12-01,3.0,,4.0,0.0,3.0,0
